"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1587579746",611,0,8.80,0.00,310,689,2,6466.12,38185.09,390,520,890,1500,2200,2400,2600,3000,3000,3000,3000,3000
"None","Aggregated","1587579748",619,0,7.80,0.00,310,687,2,6466.12,38589.45,310,410,610,1500,2300,2400,2600,3000,3000,3000,3000,3000
"None","Aggregated","1587579750",629,0,8.00,0.00,310,683,2,6466.12,38510.84,290,420,610,1700,2100,2400,2600,2600,2600,2600,2600,2600
"None","Aggregated","1587579752",638,0,6.80,0.00,300,675,2,6466.12,38262.13,160,250,310,380,1800,2100,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579754",659,0,6.40,0.00,300,662,2,6466.12,37612.04,140,190,300,350,1700,1900,2100,2100,2100,2100,2100,2100
"None","Aggregated","1587579756",685,0,6.30,0.00,300,659,2,6466.12,37647.95,150,340,480,560,1700,2000,2300,2400,2400,2400,2400,2400
"None","Aggregated","1587579758",698,0,7.10,0.00,300,658,2,6466.12,37450.13,160,410,530,660,1700,2200,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579760",710,0,7.90,0.00,310,680,2,6466.12,38046.98,300,560,830,1400,2200,2900,3300,3700,3700,3700,3700,3700
"None","Aggregated","1587579762",731,0,7.70,0.00,310,686,2,6466.12,37900.46,500,840,1100,1600,2300,3000,3600,3700,3700,3700,3700,3700
"None","Aggregated","1587579764",740,0,8.90,0.00,320,695,2,6466.12,38289.17,620,970,1100,1600,2600,3300,3700,4300,4300,4300,4300,4300
"None","Aggregated","1587579766",759,0,8.50,0.00,320,702,2,6466.12,38522.51,820,1100,1600,2000,3000,3400,3700,4300,4300,4300,4300,4300
"None","Aggregated","1587579768",766,0,7.50,0.00,320,702,2,6466.12,38598.16,800,1100,1700,2200,3100,3400,3700,4300,4300,4300,4300,4300
"None","Aggregated","1587579770",771,0,7.10,0.00,310,697,2,6466.12,38372.65,540,970,1100,1300,2600,3400,3600,4300,4300,4300,4300,4300
"None","Aggregated","1587579772",781,0,6.80,0.00,310,692,2,6466.12,38315.94,280,780,1100,1600,2500,3100,4300,4300,4300,4300,4300,4300
"None","Aggregated","1587579774",801,0,5.40,0.00,300,681,2,6466.12,37920.10,170,270,390,630,1700,2500,2600,3100,3100,3100,3100,3100
"None","Aggregated","1587579776",815,0,5.30,0.00,300,677,2,6466.12,37984.84,150,190,340,370,1700,1900,1900,2400,2400,2400,2400,2400
"None","Aggregated","1587579778",838,0,6.00,0.00,300,672,2,6466.12,37945.48,150,240,370,440,1600,1900,2400,2400,2400,2400,2400,2400
"None","Aggregated","1587579780",855,0,6.30,0.00,310,674,2,6466.12,37951.83,180,400,470,570,1800,2300,2400,2400,2400,2400,2400,2400
"None","Aggregated","1587579782",869,0,7.40,0.00,310,676,2,6466.12,38020.61,240,430,570,740,2100,2400,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579784",890,0,8.80,0.00,310,676,2,6466.12,38241.10,400,480,630,910,2300,2400,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579786",906,0,9.10,0.00,310,675,2,6466.12,38371.91,350,480,630,910,2300,2400,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579788",919,0,8.40,0.00,310,673,2,6466.12,38371.27,350,470,740,1100,2300,2400,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579790",926,0,8.60,0.00,310,671,2,6466.12,38445.05,320,450,680,1100,2300,2400,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579792",937,0,7.90,0.00,300,666,2,6466.12,38355.91,250,350,480,630,2100,2300,2300,2400,2400,2400,2400,2400
"None","Aggregated","1587579794",948,0,6.80,0.00,300,663,2,6466.12,38352.69,170,250,320,420,1800,2200,2200,2300,2300,2300,2300,2300
"None","Aggregated","1587579796",964,0,6.30,0.00,290,655,2,6466.12,38167.02,150,200,250,300,1700,1800,1800,2100,2100,2100,2100,2100
"None","Aggregated","1587579798",982,0,5.90,0.00,280,652,2,6466.12,38219.73,150,200,240,300,1700,1700,1900,1900,1900,1900,1900,1900
"None","Aggregated","1587579800",998,0,6.00,0.00,270,647,2,6466.12,38128.79,170,210,240,300,1700,1900,1900,2000,2000,2000,2000,2000
"None","Aggregated","1587579802",1020,0,7.10,0.00,270,646,2,6466.12,38043.94,180,240,320,450,1700,2000,2300,2500,2500,2500,2500,2500
"None","Aggregated","1587579804",1037,0,8.40,0.00,280,653,2,6466.12,38222.27,220,340,700,850,2000,2300,2300,2500,2500,2500,2500,2500
"None","Aggregated","1587579806",1049,0,8.30,0.00,290,650,2,6466.12,38331.14,270,370,680,740,2000,2300,2300,2500,2500,2500,2500,2500
"None","Aggregated","1587579808",1063,0,9.60,0.00,280,652,2,6466.12,38512.61,300,460,720,1500,2100,2300,2300,2500,2500,2500,2500,2500
"None","Aggregated","1587579810",1070,0,8.50,0.00,280,650,2,6466.12,38423.89,310,540,740,1700,2100,2300,2300,2500,2500,2500,2500,2500
"None","Aggregated","1587579812",1087,0,7.50,0.00,270,644,2,6466.12,38288.18,270,380,700,1500,2100,2200,2300,2300,2300,2300,2300,2300
"None","Aggregated","1587579814",1103,0,6.00,0.00,270,641,2,6466.12,38205.07,210,280,370,440,1800,2000,2100,2100,2100,2100,2100,2100
"None","Aggregated","1587579816",1120,0,7.30,0.00,270,639,2,6466.12,38427.76,190,250,350,480,1900,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579818",1140,0,6.10,0.00,260,633,2,6466.12,38143.53,150,200,280,330,1800,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579820",1158,0,7.00,0.00,260,632,2,6466.12,38325.20,170,230,310,350,1900,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579822",1174,0,7.60,0.00,250,627,2,6466.12,38173.11,180,260,320,430,1900,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579824",1190,0,9.00,0.00,260,631,2,6466.12,38473.47,180,280,380,510,2000,2100,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579826",1205,0,8.40,0.00,250,627,2,6466.12,38417.59,180,270,330,510,2000,2100,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579828",1231,0,9.30,0.00,250,621,2,6466.12,38174.02,180,280,360,510,2000,2100,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579830",1248,0,8.90,0.00,250,621,2,6466.12,38310.48,190,300,370,510,2000,2100,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579832",1257,0,8.60,0.00,250,620,2,6466.12,38423.32,220,300,430,510,2000,2100,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579834",1279,0,8.70,0.00,250,616,2,6466.12,38298.88,190,260,310,360,2000,2100,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579836",1294,0,9.00,0.00,250,615,2,6466.12,38367.35,210,260,350,430,2000,2100,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579839",1308,0,8.10,0.00,240,611,2,6466.12,38226.03,210,260,360,400,2000,2100,2200,2200,2200,2200,2200,2200
"None","Aggregated","1587579841",1334,0,8.40,0.00,240,608,2,6466.12,38059.03,200,260,400,460,2000,2200,2200,2400,2400,2400,2400,2400
"None","Aggregated","1587579843",1344,0,8.60,0.00,240,612,2,6466.12,38192.60,200,280,450,560,2000,2200,2400,3300,3300,3300,3300,3300
"None","Aggregated","1587579845",1361,0,8.30,0.00,250,614,2,6466.12,38217.45,270,460,610,830,2200,2400,2700,3300,3300,3300,3300,3300
"None","Aggregated","1587579847",1371,0,8.70,0.00,250,616,2,6466.12,38400.70,350,520,680,920,2400,2700,3000,3300,3300,3300,3300,3300
"None","Aggregated","1587579849",1392,0,8.70,0.00,250,616,2,6466.12,38421.31,320,470,670,920,2300,2700,3000,3300,3300,3300,3300,3300
"None","Aggregated","1587579851",1397,0,7.80,0.00,250,617,2,6466.12,38515.47,350,610,920,1200,2400,2700,3000,3000,3000,3000,3000,3000
"None","Aggregated","1587579853",1414,0,7.40,0.00,250,611,2,6466.12,38303.34,280,340,490,680,1800,2300,3000,3000,3000,3000,3000,3000
"None","Aggregated","1587579855",1431,0,7.00,0.00,250,610,2,6466.12,38322.16,200,320,400,680,2000,2300,3000,3000,3000,3000,3000,3000
"None","Aggregated","1587579857",1448,0,7.00,0.00,250,607,2,6466.12,38323.57,160,210,310,400,1800,2000,2300,2300,2300,2300,2300,2300
"None","Aggregated","1587579859",1467,0,7.40,0.00,250,610,2,6466.12,38337.87,190,300,480,920,1900,2300,2400,2400,2400,2400,2400,2400
"None","Aggregated","1587579861",1491,0,7.50,0.00,250,607,2,6466.12,38235.47,200,370,450,620,2000,2300,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579863",1502,0,8.60,0.00,250,611,2,6466.12,38291.74,300,450,870,1100,2100,2300,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579865",1521,0,8.90,0.00,250,610,2,6466.12,38408.96,350,480,920,1400,2300,2400,2600,2900,2900,2900,2900,2900
"None","Aggregated","1587579867",1531,0,9.10,0.00,250,611,2,6466.12,38525.87,310,450,870,1100,2300,2400,2600,2900,2900,2900,2900,2900
"None","Aggregated","1587579869",1538,0,7.90,0.00,250,610,2,6466.12,38464.09,300,400,900,1400,2300,2400,2600,2900,2900,2900,2900,2900
"None","Aggregated","1587579871",1547,0,7.10,0.00,250,608,2,6466.12,38357.48,230,350,460,1000,2000,2300,2400,2900,2900,2900,2900,2900
"None","Aggregated","1587579873",1562,0,6.10,0.00,240,605,2,6466.12,38363.20,160,230,300,380,1900,2000,2000,2000,2000,2000,2000,2000
"None","Aggregated","1587579875",1582,0,6.00,0.00,240,602,2,6466.12,38306.88,160,210,260,330,1800,2000,2000,2100,2100,2100,2100,2100
"None","Aggregated","1587579877",1599,0,6.00,0.00,240,601,2,6466.12,38318.21,160,200,230,380,1900,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579879",1619,0,6.30,0.00,240,598,2,6466.12,38122.34,160,210,260,380,1900,2100,2200,2200,2200,2200,2200,2200
"None","Aggregated","1587579881",1635,0,8.10,0.00,240,601,2,6466.12,38299.19,200,320,530,890,2000,2100,2200,2200,2200,2200,2200,2200
"None","Aggregated","1587579883",1653,0,8.90,0.00,240,600,2,6466.12,38375.22,230,350,530,890,2000,2200,2300,2900,2900,2900,2900,2900
"None","Aggregated","1587579885",1668,0,8.90,0.00,240,602,2,6466.12,38378.21,260,410,600,890,2000,2300,2500,2900,2900,2900,2900,2900
"None","Aggregated","1587579887",1688,0,8.70,0.00,240,600,2,6466.12,38417.60,280,400,620,890,2000,2400,2500,2900,2900,2900,2900,2900
"None","Aggregated","1587579889",1698,0,9.00,0.00,240,601,2,6466.12,38524.80,280,390,540,890,2000,2400,2500,2900,2900,2900,2900,2900
"None","Aggregated","1587579891",1705,0,7.60,0.00,240,599,2,6466.12,38512.29,210,340,540,1000,2000,2400,2500,2500,2500,2500,2500,2500
"None","Aggregated","1587579893",1720,0,7.10,0.00,240,596,2,6466.12,38381.19,170,240,340,400,1900,2300,2500,2500,2500,2500,2500,2500
"None","Aggregated","1587579895",1735,0,6.70,0.00,240,595,2,6466.12,38431.56,160,210,280,330,1800,1900,1900,1900,1900,1900,1900,1900
"None","Aggregated","1587579897",1745,0,6.80,0.00,240,594,2,6466.12,38496.20,170,220,310,340,1800,1900,1900,1900,1900,1900,1900,1900
"None","Aggregated","1587579899",1760,0,6.40,0.00,240,591,2,6466.12,38369.15,140,190,240,310,1800,1800,1900,1900,1900,1900,1900,1900
"None","Aggregated","1587579901",1776,0,6.20,0.00,240,589,2,6466.12,38313.96,160,220,280,330,1800,1800,1900,1900,1900,1900,1900,1900
"None","Aggregated","1587579903",1794,0,7.10,0.00,240,588,2,6466.12,38429.27,180,240,280,340,1800,1900,2000,2000,2000,2000,2000,2000
"None","Aggregated","1587579905",1803,0,7.10,0.00,230,585,2,6466.12,38296.86,180,220,250,340,1800,1900,2000,2000,2000,2000,2000,2000
"None","Aggregated","1587579907",1832,0,8.10,0.00,240,588,2,6466.12,38327.09,200,270,380,440,1900,2100,3300,3500,3500,3500,3500,3500
"None","Aggregated","1587579909",1846,0,8.80,0.00,240,589,2,6466.12,38514.40,230,340,440,590,2100,2300,3300,3500,3500,3500,3500,3500
"None","Aggregated","1587579911",1860,0,8.40,0.00,230,587,2,6466.12,38455.20,220,320,440,510,2100,2300,3300,3500,3500,3500,3500,3500
"None","Aggregated","1587579913",1877,0,9.00,0.00,230,585,2,6466.12,38380.80,210,290,400,480,2000,2200,3300,3500,3500,3500,3500,3500
"None","Aggregated","1587579915",1888,0,8.60,0.00,230,585,2,6466.12,38501.58,210,280,340,430,1800,1900,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579917",1903,0,7.70,0.00,230,582,2,6466.12,38383.19,160,230,280,350,1800,1900,2000,2100,2100,2100,2100,2100
"None","Aggregated","1587579919",1927,0,7.10,0.00,230,579,2,6466.12,38265.01,150,220,260,350,1800,1900,1900,1900,1900,1900,1900,1900
"None","Aggregated","1587579921",1939,0,8.20,0.00,230,579,2,6466.12,38281.89,160,240,310,420,1800,1900,2200,2300,2300,2300,2300,2300
"None","Aggregated","1587579923",1961,0,7.90,0.00,230,582,2,6466.12,38321.16,170,400,550,710,1800,2300,2500,2900,2900,2900,2900,2900
"None","Aggregated","1587579925",1975,0,8.30,0.00,240,584,2,6466.12,38385.43,330,610,750,810,2200,2500,2700,2900,2900,2900,2900,2900
"None","Aggregated","1587579927",1997,0,8.70,0.00,240,583,2,6466.12,38302.44,400,550,710,810,2300,2500,2700,2900,2900,2900,2900,2900
"None","Aggregated","1587579929",2012,0,9.40,0.00,240,588,2,6466.12,38495.45,510,710,840,1300,2500,2700,2900,3100,3100,3100,3100,3100
"None","Aggregated","1587579931",2026,0,8.90,0.00,240,586,2,6466.12,38440.69,420,620,820,980,2400,2700,2900,3100,3100,3100,3100,3100
"None","Aggregated","1587579933",2036,0,8.80,0.00,240,586,2,6466.12,38530.77,310,500,750,840,2300,2500,2700,3100,3100,3100,3100,3100
"None","Aggregated","1587579935",2047,0,7.50,0.00,240,584,2,6466.12,38450.53,250,390,560,900,2200,2500,2700,3100,3100,3100,3100,3100
"None","Aggregated","1587579937",2062,0,7.50,0.00,240,582,2,6466.12,38421.18,190,260,390,500,1800,2200,2400,2700,2700,2700,2700,2700
"None","Aggregated","1587579939",2076,0,6.20,0.00,230,581,2,6466.12,38399.46,150,200,250,310,1700,1800,1900,2000,2000,2000,2000,2000
"None","Aggregated","1587579941",2096,0,6.90,0.00,230,580,2,6466.12,38288.48,170,220,300,370,1700,1900,2200,2300,2300,2300,2300,2300
"None","Aggregated","1587579943",2110,0,6.60,0.00,230,579,2,6466.12,38270.99,180,230,370,520,1800,2200,2300,2600,2600,2600,2600,2600
"None","Aggregated","1587579945",2129,0,7.50,0.00,230,584,2,6466.12,38421.92,210,370,670,930,2300,2700,2700,2800,2800,2800,2800,2800
"None","Aggregated","1587579947",2147,0,8.10,0.00,240,584,2,6466.12,38419.76,370,550,810,930,2300,2700,2700,2800,2800,2800,2800,2800
"None","Aggregated","1587579949",2162,0,8.70,0.00,240,586,2,6466.12,38492.00,410,550,810,930,2300,2700,2700,2800,2800,2800,2800,2800
"None","Aggregated","1587579951",2175,0,8.20,0.00,240,586,2,6466.12,38491.01,430,600,890,1600,2400,2700,2700,2800,2800,2800,2800,2800
"None","Aggregated","1587579953",2185,0,8.10,0.00,240,584,2,6466.12,38470.19,400,550,830,930,2200,2400,2700,2700,2700,2700,2700,2700
"None","Aggregated","1587579955",2201,0,7.50,0.00,230,582,2,6466.12,38421.26,220,390,510,760,1700,2200,2400,2500,2500,2500,2500,2500
"None","Aggregated","1587579957",2217,0,7.20,0.00,230,581,2,6466.12,38374.83,170,260,350,450,1900,2100,2200,2400,2400,2400,2400,2400
"None","Aggregated","1587579959",2232,0,6.90,0.00,230,581,2,6466.12,38413.24,150,230,340,420,1700,1900,2200,2300,2300,2300,2300,2300
"None","Aggregated","1587579961",2252,0,6.80,0.00,240,581,2,6466.12,38508.89,250,350,430,470,1900,2100,2300,2400,2400,2400,2400,2400
"None","Aggregated","1587579963",2270,0,7.40,0.00,240,579,2,6466.12,38363.08,220,340,420,470,1900,2000,2300,2400,2400,2400,2400,2400
"None","Aggregated","1587579965",2286,0,7.90,0.00,230,579,2,6466.12,38449.13,250,380,450,510,2000,2100,2300,2400,2400,2400,2400,2400
"None","Aggregated","1587579967",2305,0,8.50,0.00,230,578,2,6466.12,38495.97,250,370,430,510,2000,2200,2300,2400,2400,2400,2400,2400
"None","Aggregated","1587579969",2314,0,8.80,0.00,230,579,2,6466.12,38556.00,230,340,420,440,2000,2100,2200,2400,2400,2400,2400,2400
"None","Aggregated","1587579971",2326,0,8.80,0.00,230,576,2,6466.12,38373.67,190,240,360,420,2000,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579973",2348,0,8.80,0.00,230,574,2,6466.12,38436.86,210,250,300,330,1800,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579975",2373,0,8.40,0.00,230,573,2,6466.12,38318.66,190,250,300,330,1800,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587579977",2385,0,6.80,0.00,230,573,2,6466.12,38275.83,180,270,330,540,1800,2000,2200,2200,2200,2200,2200,2200
"None","Aggregated","1587579979",2401,0,8.40,0.00,240,574,2,6466.12,38394.51,240,320,450,670,1800,2200,2200,2500,2500,2500,2500,2500
"None","Aggregated","1587579981",2416,0,8.80,0.00,240,576,2,6466.12,38491.09,300,440,580,720,2100,2200,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579983",2432,0,8.60,0.00,240,576,2,6466.12,38478.91,330,470,710,800,2200,2300,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579985",2441,0,8.80,0.00,240,576,2,6466.12,38537.10,360,540,750,850,2200,2400,2500,2600,2600,2600,2600,2600
"None","Aggregated","1587579987",2448,0,8.80,0.00,240,575,2,6466.12,38498.25,330,380,580,750,2200,2400,2400,2600,2600,2600,2600,2600
"None","Aggregated","1587579989",2461,0,6.30,0.00,230,573,2,6466.12,38406.47,180,300,360,530,2100,2300,2400,2400,2400,2400,2400,2400
"None","Aggregated","1587579991",2474,0,5.80,0.00,230,572,2,6466.12,38438.69,160,230,330,360,1800,2100,2300,2300,2300,2300,2300,2300
"None","Aggregated","1587579993",2494,0,5.90,0.00,230,571,2,6466.12,38462.33,170,210,250,310,1600,1900,1900,2000,2000,2000,2000,2000
"None","Aggregated","1587579995",2511,0,6.00,0.00,230,570,2,6466.12,38404.03,150,210,260,390,1800,1900,2000,2000,2000,2000,2000,2000
"None","Aggregated","1587579997",2535,0,6.80,0.00,230,569,2,6466.12,38374.54,190,260,360,440,1900,2000,2100,2100,2100,2100,2100,2100
"None","Aggregated","1587579999",2546,0,8.10,0.00,230,569,2,6466.12,38343.89,210,330,420,640,1900,2100,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587580001",2567,0,8.70,0.00,240,573,2,6466.12,38501.56,260,420,620,840,2100,2400,2700,3000,3000,3000,3000,3000
"None","Aggregated","1587580003",2579,0,9.10,0.00,240,573,2,6466.12,38546.14,340,460,770,1200,2100,2500,2700,3000,3000,3000,3000,3000
"None","Aggregated","1587580005",2591,0,9.30,0.00,240,572,2,6466.12,38501.44,330,420,620,920,2200,2500,2700,3000,3000,3000,3000,3000
"None","Aggregated","1587580007",2596,0,8.20,0.00,240,572,2,6466.12,38523.16,330,430,770,1200,2200,2500,2700,3000,3000,3000,3000,3000
"None","Aggregated","1587580009",2608,0,6.20,0.00,230,570,2,6466.12,38503.29,250,360,460,560,1900,2400,2500,2700,2700,2700,2700,2700
"None","Aggregated","1587580011",2624,0,6.00,0.00,230,568,2,6466.12,38409.10,140,200,280,360,1800,1900,2200,2200,2200,2200,2200,2200
"None","Aggregated","1587580013",2645,0,5.90,0.00,230,567,2,6466.12,38448.25,150,220,280,300,1600,1900,1900,2000,2000,2000,2000,2000
"None","Aggregated","1587580015",2668,0,6.70,0.00,230,565,2,6466.12,38372.60,150,210,280,330,1600,1900,2000,2000,2000,2000,2000,2000
"None","Aggregated","1587580017",2683,0,6.80,0.00,230,566,2,6466.12,38431.21,170,280,360,490,1900,2000,2100,2200,2200,2200,2200,2200
"None","Aggregated","1587580019",2703,0,8.00,0.00,230,565,2,6466.12,38400.21,220,300,420,490,1900,2000,2200,2200,2200,2200,2200,2200
"None","Aggregated","1587580021",2713,0,9.40,0.00,230,567,2,6466.12,38492.33,230,360,500,570,2000,2100,2400,2500,2500,2500,2500,2500
"None","Aggregated","1587580023",2730,0,8.70,0.00,230,567,2,6466.12,38501.47,250,420,530,630,2000,2200,2500,2800,2800,2800,2800,2800
"None","Aggregated","1587580025",2752,0,9.20,0.00,230,564,2,6466.12,38385.14,220,320,480,570,2000,2200,2500,2800,2800,2800,2800,2800
"None","Aggregated","1587580027",2765,0,9.30,0.00,230,565,2,6466.12,38498.36,200,320,460,610,1900,2200,2500,2800,2800,2800,2800,2800
