"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/products/2/reports/daily/services/series?start=2020-02-01T19:52:41.727Z&end=2020-04-10T19:52:41.727Z&group=",481,0,1900,2294,1498,10289,151513,1.59,0.00,1900,2200,2400,2600,3500,4300,6800,7000,10000,10000,10000,10000
"None","Aggregated",481,0,1900,2294,1498,10289,151513,1.59,0.00,1900,2200,2400,2600,3500,4300,6800,7000,10000,10000,10000,10000
