"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1587254534",11,0,0.00,0.00,29,50,4,328.10,2558.73,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254536",35,0,0.00,0.00,80,88,4,328.10,3013.54,90,130,140,150,160,170,190,190,190,190,190,190
"None","Aggregated","1587254538",57,0,11.67,0.00,140,132,4,328.10,3003.04,150,170,200,200,240,260,300,300,300,300,300,300
"None","Aggregated","1587254540",79,0,11.20,0.00,170,180,4,432.70,3116.95,190,240,260,290,350,360,390,430,430,430,430,430
"None","Aggregated","1587254542",80,0,11.20,0.00,170,182,4,432.70,3207.25,190,240,270,290,340,360,390,430,430,430,430,430
"None","Aggregated","1587254544",80,0,11.20,0.00,170,182,4,432.70,3207.25,210,260,290,310,360,370,390,430,430,430,430,430
"None","Aggregated","1587254546",80,0,11.20,0.00,170,182,4,432.70,3207.25,270,310,330,350,360,390,430,430,430,430,430,430
"None","Aggregated","1587254548",80,0,11.20,0.00,170,182,4,432.70,3207.25,330,340,360,360,390,430,430,430,430,430,430,430
"None","Aggregated","1587254550",80,0,11.20,0.00,170,182,4,432.70,3207.25,360,360,360,360,360,360,360,360,360,360,360,360
"None","Aggregated","1587254552",80,0,11.20,0.00,170,182,4,432.70,3207.25,360,360,360,360,360,360,360,360,360,360,360,360
"None","Aggregated","1587254554",80,0,11.20,0.00,170,182,4,432.70,3207.25,360,360,360,360,360,360,360,360,360,360,360,360
"None","Aggregated","1587254556",80,0,11.20,0.00,170,182,4,432.70,3207.25,360,360,360,360,360,360,360,360,360,360,360,360
"None","Aggregated","1587254558",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254560",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254562",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254564",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254566",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254568",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254570",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254572",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254574",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254576",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254578",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254580",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254582",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254584",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254586",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1587254588",80,0,11.20,0.00,170,182,4,432.70,3207.25,0,0,0,0,0,0,0,0,0,0,0,0
